id,selfreport_date,selfreport_duration,selfreport_finished,PA-1,PA-2,PA-3,PA-4,PA-5,PA-6,PA-7,PA-8,PA-9,PA-10,PA-11,PA-12,PA-13,PA-14,PA-15,PA-16,PA-17,PA-18,PA-19,PA-20
s0148,9/22/21 15:21,43,True,Extremely,Very slightly or not at all,Moderately,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Quite a bit,Moderately,Very slightly or not at all,Moderately,Very slightly or not at all,Quite a bit,Very slightly or not at all,Moderately,Extremely,Very slightly or not at all,Moderately,Very slightly or not at all
s0150,9/22/21 13:36,56,True,Moderately,A little,A little,Very slightly or not at all,Moderately,A little,Very slightly or not at all,Very slightly or not at all,Moderately,A little,A little,Extremely,Very slightly or not at all,Moderately,A little,Quite a bit,Moderately,Moderately,Quite a bit,Very slightly or not at all
s0151,9/22/21 11:40,51,True,Moderately,A little,A little,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,Moderately,A little,Very slightly or not at all,Very slightly or not at all
s0152,9/24/21 10:16,41,True,Quite a bit,A little,A little,A little,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Moderately,Very slightly or not at all,Moderately,Very slightly or not at all,Moderately,A little,Quite a bit,Quite a bit,Very slightly or not at all,Moderately,Very slightly or not at all
s0153,9/22/21 06:26,59,True,Moderately,A little,A little,A little,A little,Moderately,Very slightly or not at all,Very slightly or not at all,A little,A little,A little,Quite a bit,A little,A little,Very slightly or not at all,Moderately,Quite a bit,Very slightly or not at all,A little,A little
s0154,9/22/21 07:57,57,True,A little,A little,Moderately,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,A little,Moderately,Quite a bit,Moderately,Very slightly or not at all,A little,Very slightly or not at all,Extremely,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all
s0155,9/22/21 07:05,45,True,A little,A little,Very slightly or not at all,A little,A little,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,A little,Moderately,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,A little,Very slightly or not at all,A little,Very slightly or not at all
s0156,9/22/21 09:58,33,True,Moderately,Very slightly or not at all,A little,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,A little,Very slightly or not at all,Moderately,Very slightly or not at all,Moderately,Very slightly or not at all,Moderately,Moderately,Very slightly or not at all,Moderately,Very slightly or not at all
s0157,9/24/21 10:39,95,True,Quite a bit,Very slightly or not at all,Very slightly or not at all,A little,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,A little,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Quite a bit,Extremely,Very slightly or not at all,Quite a bit,Very slightly or not at all
s0158,9/24/21 14:13,62,True,A little,Moderately,Very slightly or not at all,Extremely,Very slightly or not at all,A little,A little,Very slightly or not at all,Very slightly or not at all,A little,Moderately,A little,Very slightly or not at all,Moderately,A little,A little,Quite a bit,Very slightly or not at all,Very slightly or not at all,A little
s0159,9/22/21 14:23,181,True,Moderately,Moderately,A little,Moderately,Quite a bit,Moderately,A little,A little,A little,Very slightly or not at all,Quite a bit,Quite a bit,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,A little,Moderately,A little
s0160,9/22/21 10:20,61,True,Quite a bit,Very slightly or not at all,A little,Very slightly or not at all,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Quite a bit,Very slightly or not at all,Moderately,Very slightly or not at all,A little,Very slightly or not at all,Quite a bit,Quite a bit,Very slightly or not at all,Quite a bit,Very slightly or not at all
s0162,9/24/21 14:38,63,True,Quite a bit,A little,Quite a bit,Moderately,Extremely,Very slightly or not at all,Very slightly or not at all,A little,Quite a bit,Moderately,A little,Quite a bit,Very slightly or not at all,Moderately,Very slightly or not at all,Quite a bit,Quite a bit,Very slightly or not at all,Quite a bit,Very slightly or not at all
s0164,9/24/21 16:09,77,True,Moderately,A little,A little,A little,A little,Moderately,Very slightly or not at all,Very slightly or not at all,A little,A little,Very slightly or not at all,Quite a bit,Moderately,Very slightly or not at all,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Very slightly or not at all
s0165,9/22/21 08:27,52,True,Quite a bit,Very slightly or not at all,A little,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,A little,Very slightly or not at all,Quite a bit,Very slightly or not at all,A little,A little,Quite a bit,Quite a bit,Very slightly or not at all,Moderately,Very slightly or not at all
s0166,9/22/21 07:45,39,True,Moderately,Very slightly or not at all,A little,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Moderately,Very slightly or not at all,A little,Very slightly or not at all
s0167,9/22/21 07:39,33,True,A little,Moderately,A little,A little,A little,A little,A little,A little,A little,Very slightly or not at all,Moderately,A little,Very slightly or not at all,Very slightly or not at all,A little,A little,Moderately,Very slightly or not at all,A little,A little
s0168,9/22/21 10:32,45,True,Extremely,Very slightly or not at all,Quite a bit,Very slightly or not at all,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Extremely,Quite a bit,Very slightly or not at all,Extremely,Very slightly or not at all,Extremely,Very slightly or not at all,Quite a bit,Extremely,Very slightly or not at all,Extremely,Very slightly or not at all
s0169,9/22/21 11:53,62,True,Quite a bit,Very slightly or not at all,Moderately,Very slightly or not at all,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Quite a bit,Quite a bit,Very slightly or not at all,Quite a bit,Very slightly or not at all,Moderately,Very slightly or not at all,Quite a bit,Quite a bit,Very slightly or not at all,Quite a bit,Very slightly or not at all
s0171,9/22/21 14:10,39,True,Moderately,A little,A little,Very slightly or not at all,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Moderately,A little,Quite a bit,Very slightly or not at all,Moderately,A little,Quite a bit,Quite a bit,A little,Moderately,Very slightly or not at all
s0172,9/23/21 14:29,70,True,A little,A little,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,A little,A little,Quite a bit,Very slightly or not at all,Very slightly or not at all,A little
s0173,9/22/21 09:47,213,True,Quite a bit,A little,Extremely,A little,Extremely,Very slightly or not at all,A little,Very slightly or not at all,Extremely,Extremely,Very slightly or not at all,Extremely,Very slightly or not at all,Extremely,A little,Extremely,Extremely,Very slightly or not at all,Extremely,Very slightly or not at all
s0174,9/22/21 06:27,58,True,Quite a bit,A little,A little,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,A little,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Extremely,Moderately,Very slightly or not at all,Quite a bit,Very slightly or not at all
s0177,9/22/21 08:08,51,True,Quite a bit,Very slightly or not at all,A little,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,A little,Very slightly or not at all,Quite a bit,Very slightly or not at all,A little,Very slightly or not at all,Moderately,Moderately,A little,A little,Very slightly or not at all
s0178,9/22/21 10:19,82,True,Extremely,A little,A little,A little,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Quite a bit,Moderately,A little,Quite a bit,Very slightly or not at all,Moderately,Very slightly or not at all,Quite a bit,Extremely,Very slightly or not at all,Moderately,Very slightly or not at all
s0179,9/22/21 06:37,82,True,A little,Moderately,A little,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,A little,A little,Quite a bit,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,Moderately,Very slightly or not at all,A little,Very slightly or not at all
s0180,9/22/21 07:22,73,True,Quite a bit,A little,Quite a bit,A little,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Moderately,Very slightly or not at all,Extremely,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Quite a bit,Quite a bit,Very slightly or not at all,Quite a bit,Very slightly or not at all
s0181,9/22/21 06:26,35,True,Moderately,Very slightly or not at all,A little,Very slightly or not at all,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Moderately,Very slightly or not at all,Quite a bit,Very slightly or not at all,A little,A little,Quite a bit,Quite a bit,Very slightly or not at all,Quite a bit,Very slightly or not at all
s0182,9/22/21 08:34,74,True,Moderately,Extremely,A little,Extremely,Quite a bit,Extremely,Extremely,Extremely,A little,A little,Extremely,Extremely,Extremely,Moderately,Extremely,Extremely,Extremely,Moderately,Moderately,Extremely
s0183,9/23/21 22:15,56,True,A little,Moderately,A little,Moderately,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,A little,Moderately,A little,Moderately,A little,Quite a bit,Moderately,Moderately,Moderately,Very slightly or not at all,A little,Very slightly or not at all
s0185,9/22/21 11:21,41,True,Quite a bit,A little,Moderately,A little,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Quite a bit,Moderately,Very slightly or not at all,Moderately,Very slightly or not at all,Moderately,Very slightly or not at all,Quite a bit,Quite a bit,Very slightly or not at all,Moderately,Very slightly or not at all
s0187,9/22/21 08:47,29,True,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all
s0188,9/22/21 08:07,53,True,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,A little,A little,Moderately,Very slightly or not at all,A little,Very slightly or not at all,Moderately,Moderately,Very slightly or not at all,Moderately,Very slightly or not at all
s0189,9/22/21 07:02,48,True,Moderately,Moderately,Quite a bit,A little,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Moderately,Moderately,Moderately,Very slightly or not at all,Moderately,Moderately,Moderately,Quite a bit,Moderately,Moderately,Very slightly or not at all
s0190,9/22/21 06:25,61,True,Quite a bit,Very slightly or not at all,Moderately,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Moderately,Very slightly or not at all,Extremely,Very slightly or not at all,Extremely,Very slightly or not at all,Extremely,Extremely,Very slightly or not at all,Extremely,Very slightly or not at all
s0192,9/23/21 12:39,63,True,Quite a bit,A little,Very slightly or not at all,Moderately,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,A little,Quite a bit,Quite a bit,Very slightly or not at all,A little,A little,Quite a bit,Quite a bit,A little,Quite a bit,Very slightly or not at all
s0194,9/22/21 12:46,65,True,Quite a bit,A little,A little,A little,A little,Moderately,Very slightly or not at all,A little,A little,A little,Moderately,Quite a bit,A little,A little,A little,Quite a bit,Moderately,Very slightly or not at all,A little,Very slightly or not at all
s0195,9/22/21 10:40,50,True,Moderately,Quite a bit,A little,Moderately,Very slightly or not at all,Very slightly or not at all,Moderately,A little,A little,Very slightly or not at all,Moderately,Moderately,Very slightly or not at all,A little,A little,A little,Quite a bit,Very slightly or not at all,Moderately,Moderately
s0196,9/28/21 19:31,77,True,Quite a bit,Very slightly or not at all,A little,Very slightly or not at all,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Extremely,Extremely,Very slightly or not at all,Extremely,Very slightly or not at all,A little,Very slightly or not at all,Extremely,Extremely,Very slightly or not at all,A little,Very slightly or not at all
s0197,9/28/21 02:00,54,True,Quite a bit,Moderately,Moderately,A little,Quite a bit,A little,Very slightly or not at all,A little,Quite a bit,Quite a bit,A little,Quite a bit,A little,Quite a bit,Moderately,Quite a bit,Quite a bit,Very slightly or not at all,Quite a bit,A little
s0198,9/22/21 11:28,65,True,Quite a bit,Very slightly or not at all,Moderately,A little,A little,Very slightly or not at all,A little,Very slightly or not at all,Quite a bit,Very slightly or not at all,A little,Quite a bit,Very slightly or not at all,Quite a bit,A little,Quite a bit,Quite a bit,Very slightly or not at all,A little,A little
s0199,9/22/21 23:29,42,True,Quite a bit,Very slightly or not at all,Moderately,Very slightly or not at all,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Quite a bit,Very slightly or not at all,Quite a bit,Very slightly or not at all,Moderately,Very slightly or not at all,Quite a bit,Quite a bit,Very slightly or not at all,Quite a bit,Very slightly or not at all
s0200,9/22/21 06:33,200,True,Quite a bit,Very slightly or not at all,Quite a bit,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,,Quite a bit,Extremely,Very slightly or not at all,Quite a bit,Very slightly or not at all,Quite a bit,Very slightly or not at all,Extremely,Extremely,,Very slightly or not at all,Very slightly or not at all
s0201,9/24/21 09:25,94,True,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,Moderately,Very slightly or not at all,Quite a bit,Very slightly or not at all,A little,Very slightly or not at all,Quite a bit,Quite a bit,Very slightly or not at all,Quite a bit,Very slightly or not at all
s0203,9/22/21 19:45,54,True,Extremely,Very slightly or not at all,Quite a bit,Very slightly or not at all,Extremely,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Extremely,Quite a bit,Very slightly or not at all,Extremely,Very slightly or not at all,Quite a bit,Very slightly or not at all,Extremely,Extremely,Very slightly or not at all,Quite a bit,Very slightly or not at all
s0204,9/23/21 05:57,49,True,Extremely,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Extremely,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Extremely,Extremely,Extremely,Extremely,Very slightly or not at all,Extremely,Very slightly or not at all,Extremely,Extremely,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all
