id,selfreport_date,selfreport_duration,selfreport_finished,DD-1,DD-2,DD-3,DD-4,DD-5,DD-6,DD-7,DD-8,DD-9,DD-10,DD-11,DD-12,DD-13,DD-14,DD-15,DD-16,DD-17,DD-18,DD-19,DD-20,DD-21,DD-22,DD-23,DD-24,DD-25,DD-26,DD-27,BIS-1,BIS-2,BIS-3,BIS-4,BIS-5,BIS-6,BIS-7,BIS-8,BIS-9,BIS-10,BIS-11,BIS-12,BIS-13,BIS-14,BIS-15,BIS-16,BIS-17,BIS-18,BIS-19,BIS-20,BIS-21,BIS-22,BIS-23,BIS-24,BIS-25,BIS-26,BIS-27,BIS-28,BIS-29,BIS-30,UP-1,UP-2,UP-3,UP-4,UP-5,UP-6,UP-7,UP-8,UP-9,UP-10,UP-11,UP-12,UP-13,UP-14,UP-15,UP-16,UP-17,UP-18,UP-19,UP-20,UP-21,UP-22,UP-23,UP-24,UP-25,UP-26,UP-27,UP-28,UP-29,UP-30,UP-31,UP-32,UP-33,UP-34,UP-35,UP-36,UP-37,UP-38,UP-39,UP-40,UP-41,UP-42,UP-43,UP-44,UP-45,UP-46,UP-47,UP-48,UP-49,UP-50,UP-51,UP-52,UP-53,UP-54,UP-55,UP-56,UP-57,UP-58,UP-59,PA-1,PA-2,PA-3,PA-4,PA-5,PA-6,PA-7,PA-8,PA-9,PA-10,PA-11,PA-12,PA-13,PA-14,PA-15,PA-16,PA-17,PA-18,PA-19,PA-20
s0128,9/1/21 11:06,468,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,3,1,2,3,1,1,4,4,4,1,1,4,4,2,1,1,1,2,1,4,2,2,2,1,2,2,3,2,3,3,1,3,4,1,4,1,2,4,4,4,2,2,3,2,4,1,3,1,1,4,2,2,4,1,4,4,1,1,2,4,4,2,1.0,1,4,4,1,1,2,4,4,1,1,2,4,4,3,1,2,1,3,4,4,2,1,3,2,3,2,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0
s0129,9/1/21 12:07,263,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,1,1,4,4,4,4,1,4,4,1,4,1,1,1,1,4,1,1,2,1,1,1,2,1,2,4,3,3,3,2,3,2,3,3,3,3,2,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,2,2.0,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0
s0130,9/1/21 11:15,357,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,2,2,2,1,1,2,3,4,2,1,2,2,2,2,2,2,2,2,3,1,2,3,1,3,2,2,1,3,2,2,4,3,1,4,2,2,3,3,4,3,3,4,1,4,2,3,3,1,4,2,3,4,1,4,4,1,2,3,4,3,1,2.0,3,4,3,1,2,3,4,4,1,1,4,4,3,4,2,4,3,2,4,2,4,2,2,2,3,4,3.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0
s0131,9/1/21 11:25,399,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,3,4,2,1,1,2,3,3,4,3,1,3,4,2,3,2,2,1,2,3,1,2,2,2,1,2,3,1,2,2,2,3,3,2,3,2,3,4,3,3,2,3,2,2,3,1,3,3,2,4,2,4,3,1,4,4,2,1,3,4,3,1,2.0,2,4,4,2,1,4,4,3,2,1,3,4,4,4,1,4,2,2,4,3,4,2,2,3,2,4,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,5.0,1.0,3.0,1.0
s0132,9/1/21 11:33,576,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,1,2,4,4,4,4,1,3,4,1,3,1,1,1,1,4,1,1,4,2,1,2,2,1,2,4,2,4,3,1,3,1,4,3,4,4,4,4,4,1,4,1,4,4,1,3,1,1,4,1,4,4,1,1,4,4,3,1,1.0,4,4,4,1,1,4,4,4,1,1,4,4,4,4,1,4,4,4,4,1,4,1,4,4,4,4,5.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,5.0,1.0,4.0,2.0,5.0,5.0,1.0,3.0,1.0
s0133,9/1/21 11:36,454,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,3,1,2,3,1,1,3,3,3,3,2,3,3,2,2,1,1,2,2,3,1,2,2,1,1,1,3,3,2,2,2,3,3,2,3,2,2,2,3,3,2,2,2,2,3,2,3,3,2,3,2,4,3,2,3,4,2,2,2,3,2,1,2.0,1,4,4,2,2,3,3,4,1,2,3,4,3,3,2,3,2,2,4,2,4,2,3,2,3,4,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,5.0,2.0,3.0,1.0
s0134,9/1/21 11:31,421,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,3,1,1,1,1,3,3,3,3,2,1,2,2,1,2,2,1,2,1,3,3,1,1,3,1,3,2,1,2,2,2,3,3,1,3,2,3,3,3,3,1,3,2,2,3,2,3,2,1,4,2,3,3,2,4,3,2,1,3,4,3,1,2.0,4,4,2,1,2,3,4,3,2,2,4,4,3,3,2,4,3,2,3,2,3,2,2,2,3,3,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0
s0135,9/1/21 11:34,297,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,4,1,3,4,1,3,3,3,4,4,2,3,2,1,4,2,1,1,2,4,3,1,1,1,2,2,2,2,4,4,4,4,1,1,4,1,3,1,4,4,1,4,1,2,4,1,4,1,1,4,3,4,1,1,4,2,1,1,4,4,1,2,1.0,4,4,4,1,3,4,4,1,1,2,4,4,4,4,1,4,4,1,4,2,4,2,4,2,4,4,4.0,3.0,4.0,2.0,5.0,1.0,1.0,1.0,4.0,3.0,2.0,5.0,1.0,2.0,1.0,5.0,5.0,1.0,4.0,1.0
s0136,9/1/21 12:00,672,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,1,1,1,2,1,4,2,2,2,3,3,3,2,1,1,1,3,1,2,1,2,3,1,2,2,3,3,2,1,1,3,4,2,4,1,1,4,3,4,2,4,2,1,4,1,3,4,2,4,1,2,4,3,4,4,2,1,2,4,4,1,1.0,2,4,4,2,1,3,4,4,2,1,2,4,4,3,1,4,2,4,4,2,4,1,4,3,4,4,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,5.0,4.0,1.0,3.0,1.0
s0137,9/1/21 12:03,324,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,3,2,3,2,1,1,3,3,4,2,3,3,2,2,4,2,2,1,2,3,1,1,1,2,2,3,3,3,4,2,2,4,2,2,4,2,4,4,4,4,2,4,3,3,4,2,4,4,2,4,4,4,4,1,4,4,2,2,4,4,3,1,2.0,4,4,4,1,2,4,4,4,1,3,4,4,4,4,2,4,4,3,4,2,4,2,4,4,4,4,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,3.0,1.0
s0138,9/1/21 12:09,347,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,3,3,2,2,4,2,2,2,1,3,2,1,3,3,3,3,2,2,2,1,2,3,3,2,4,2,3,2,2,3,1,3,1,2,3,2,2,1,2,4,1,1,2,2,3,1,2,2,2,1,1,2,3,2,3,2,2,2,2,3,4,2.0,1,4,4,4,3,2,2,3,4,1,2,2,2,1,3,2,1,4,2,4,2,2,4,2,1,2,4.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,1.0
s0139,9/1/21 12:31,714,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,3,3,3,2,3,2,3,3,2,2,2,3,2,3,2,3,1,3,2,1,3,1,2,2,2,3,1,4,2,3,2,1,1,3,2,2,1,4,3,3,2,1,1,3,3,3,2,1,4,4,3,1,1,3,1,1,2,3,4,1,1,2.0,2,4,1,1,2,2,4,1,1,3,3,4,1,3,3,4,2,1,4,2,4,3,1,2,2,3,4.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0
s0140,9/1/21 12:24,248,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,2,1,2,4,3,2,1,2,4,3,2,4,3,2,4,3,2,4,2,3,2,4,3,2,4,2,4,3,2,4,2,3,3,2,4,3,2,2,3,2,2,1,3,2,1,2,3,2,4,3,2,1,3,1,3,1,2,4,3,2,2,1,2,2,1.0,3,2,1,2,1,3,2,1,3,2,1,2,3,2,1,3,2,1,2,3,2,1,2,1,2,1,3.0,2.0,5.0,4.0,2.0,2.0,1.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0
s0141,9/1/21 12:25,340,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,3,1,3,2,1,1,4,3,3,3,2,3,3,2,2,1,1,1,2,3,1,2,2,2,1,3,2,2,3,3,2,4,3,1,4,1,3,2,4,4,2,2,3,2,3,1,4,4,2,4,2,4,4,1,4,4,1,1,4,4,3,1,1.0,4,4,4,2,1,4,4,3,1,1,4,4,4,4,1,4,3,4,4,2,4,1,3,3,4,4,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,5.0,1.0,3.0,1.0
s0142,9/1/21 12:44,694,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,1,2,2,1,1,2,3,3,3,2,3,3,1,3,2,2,2,2,3,2,2,2,2,1,2,2,2,3,3,2,3,2,2,4,2,3,2,3,4,2,3,3,2,4,2,4,2,2,4,2,4,3,2,4,3,2,1,4,4,2,2,2.0,4,4,1,2,2,3,4,3,2,2,4,4,2,3,2,4,4,1,4,2,4,2,2,3,3,4,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0
s0143,9/1/21 12:46,642,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,4,1,2,4,1,2,4,4,3,3,1,4,3,1,2,1,1,2,1,4,1,2,2,1,1,1,2,1,3,3,2,4,3,1,3,1,3,4,3,4,1,4,2,2,4,1,3,3,2,3,2,4,4,1,3,4,1,1,4,4,2,1,1.0,3,4,1,1,2,3,4,3,1,1,4,3,4,4,1,3,4,3,4,1,3,2,3,2,3,4,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,5.0,5.0,1.0,2.0,1.0
s0144,9/1/21 14:01,358,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,3,4,3,3,1,4,3,4,4,3,4,3,2,3,4,2,3,3,3,4,4,3,3,3,4,2,2,3,3,3,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2.0,2,1,4,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,5.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0
s0145,9/1/21 13:35,1035,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,1,2,2,1,1,4,4,4,4,1,4,4,1,4,1,2,1,1,4,2,1,1,2,1,1,2,1,3,3,1,4,4,2,4,1,4,4,4,3,2,3,2,2,4,1,3,3,2,3,2,3,3,1,3,4,2,1,3,4,3,1,1.0,4,3,3,1,1,3,3,3,2,1,3,2,3,4,1,3,4,4,3,2,2,1,2,4,3,3,3.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,5.0,1.0,4.0,1.0
s0146,9/1/21 13:29,461,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,3,1,2,1,1,4,3,3,2,1,1,3,3,2,2,1,1,2,1,3,1,1,1,3,1,1,2,1,2,3,2,4,2,1,2,1,3,3,3,2,3,3,1,1,3,1,4,4,1,2,1,3,4,4,2,4,1,1,2,4,3,1,1.0,2,4,4,2,1,3,4,3,2,1,3,3,4,1,1,3,2,4,3,2,3,1,4,2,3,3,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0
s0147,9/1/21 13:33,270,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,4,1,2,1,1,2,4,4,4,4,1,4,4,1,4,1,1,1,1,4,1,1,1,2,1,2,1,1,4,4,1,4,3,1,3,1,4,3,4,4,1,4,2,1,4,1,4,2,1,4,1,4,3,1,4,2,1,1,4,4,2,1,1.0,4,4,2,1,1,4,4,2,1,1,4,4,2,4,1,4,4,1,4,1,4,1,2,4,4,4,4.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0
s0148,9/1/21 13:51,360,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,4,1,2,3,1,1,4,3,4,4,1,4,4,1,4,1,1,1,2,4,1,1,1,1,1,1,2,1,3,3,3,4,1,1,4,1,4,2,4,4,1,4,2,2,4,1,4,1,2,4,2,4,2,1,4,1,1,2,4,4,2,1,1.0,4,4,1,1,2,4,4,2,1,2,4,4,1,4,1,4,4,1,4,1,4,1,1,3,4,4,5.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,5.0,1.0,4.0,1.0
s0149,9/1/21 14:18,972,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,3,4,3,3,1,3,1,1,2,2,1,2,1,3,2,2,1,2,1,2,1,1,3,3,1,4,3,2,4,2,4,4,4,3,1,4,3,3,4,1,4,4,3,4,2,3,4,2,4,4,2,2,3,4,3,2,2.0,3,4,3,2,1,3,4,4,2,2,3,4,3,3,2,4,2,3,4,2,4,2,4,2,4,4,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0
s0150,9/1/21 14:50,347,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,1,2,2,1,3,3,3,2,3,1,3,3,1,2,2,1,2,1,3,1,3,1,2,1,2,2,1,2,3,2,3,1,2,3,2,2,2,3,4,2,3,2,2,4,2,3,1,2,4,2,2,3,2,3,2,1,2,3,3,2,2,1.0,3,3,3,2,2,3,4,2,1,2,4,2,2,3,2,3,3,2,3,3,2,1,3,2,2,2,3.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0
s0151,9/1/21 15:02,563,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,3,2,3,2,2,2,2,3,3,3,2,3,3,2,1,2,2,3,2,3,2,2,3,1,1,2,3,2,1,1,2,3,4,2,4,2,2,1,2,4,2,4,4,3,4,2,3,4,2,4,2,4,3,2,4,4,2,2,2,4,2,2,2.0,3,4,4,2,1,2,4,4,2,2,4,4,4,2,2,3,3,4,4,2,3,2,4,2,3,3,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0
s0152,9/1/21 15:47,725,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,3,1,2,2,1,2,3,3,3,2,1,3,2,1,2,2,2,2,2,3,2,2,3,2,2,3,3,1,2,2,2,3,2,2,4,2,3,3,4,4,3,4,2,3,4,2,4,4,3,4,2,3,3,1,4,4,2,2,3,4,3,1,1.0,3,4,4,2,2,3,4,4,2,2,3,4,4,4,2,4,2,4,4,2,4,2,3,3,3,4,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,,2.0,1.0,4.0,4.0,1.0,3.0,1.0
s0153,9/1/21 15:36,411,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,3,2,3,2,1,2,3,3,3,3,1,2,2,3,2,2,2,2,3,2,1,2,3,2,2,3,3,2,2,2,2,2,3,2,3,2,3,2,2,3,4,3,2,2,2,3,3,2,1,3,2,2,3,2,3,2,2,2,2,3,3,2,2.0,1,3,4,2,2,3,2,2,2,3,2,4,2,2,2,3,2,1,2,2,3,2,1,2,2,2,4.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0
s0154,9/1/21 15:59,596,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,4,3,1,2,1,1,2,2,1,2,1,1,3,1,1,3,4,2,1,1,4,2,2,4,2,3,2,4,1,2,1,3,2,4,4,1,4,1,4,4,2,4,3,3,3,1,4,2,4,2,3,4,2,4,4,3,1,1,3,3,2,4.0,1,4,4,4,1,1,4,4,3,2,1,4,4,1,4,4,1,4,4,3,4,4,4,1,1,3,2.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0
s0155,9/1/21 16:05,537,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,3,3,2,3,2,3,3,2,3,2,3,2,2,3,2,2,2,3,3,2,2,2.0,3,3,3,2,3,3,3,2,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
s0156,9/1/21 16:15,300,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,3,1,3,2,1,1,4,3,3,4,1,3,4,1,2,1,1,2,1,4,1,1,1,2,1,2,2,1,2,2,1,4,3,1,4,1,4,4,4,4,1,4,4,1,4,1,4,2,1,4,1,4,4,2,4,4,1,1,4,4,3,1,1.0,4,4,4,1,1,4,4,4,1,1,4,4,2,4,1,4,4,1,4,1,4,1,2,3,4,4,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0
s0157,9/1/21 16:53,970,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,3,1,1,3,3,3,1,4,2,4,2,1,1,2,4,2,2,1,2,1,2,2,2,3,4,1,2,4,3,2,1,3,2,1,3,4,4,3,2,2,1,4,3,4,1,2,3,2,4,2,1,4,4,1,1,3,4,2,1,2.0,1,4,4,1,3,2,3,2,2,3,1,4,4,4,3,3,2,1,4,3,4,3,1,2,2,2,4.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,4.0,5.0,1.0,4.0,1.0
s0158,9/1/21 16:53,461,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,2,2,1,2,3,3,4,3,2,4,2,2,2,2,2,2,2,3,1,2,1,2,1,2,3,2,2,3,2,3,2,1,2,1,1,3,3,3,3,3,2,2,3,1,2,2,2,4,2,2,3,2,3,4,1,2,2,4,3,2,2.0,2,3,3,2,1,2,3,3,1,2,2,3,2,3,2,2,2,2,3,3,3,1,3,2,2,2,4.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,2.0,3.0,1.0
s0159,9/1/21 17:11,1124,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,3,1,2,2,1,3,1,4,3,2,1,4,1,1,2,1,1,1,1,4,1,1,1,1,2,4,2,1,3,3,1,4,4,1,4,1,4,4,4,4,2,4,3,2,4,1,4,4,1,4,1,2,4,2,4,4,1,1,2,4,3,2,1.0,4,4,3,1,1,4,4,4,2,1,4,3,4,4,1,4,2,3,4,2,4,1,4,4,4,4,5.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0
s0160,9/1/21 17:22,688,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,3,4,2,1,1,4,4,2,1,4,2,1,4,2,2,1,2,4,1,3,2,2,2,2,4,1,4,1,4,4,1,1,4,1,4,2,4,4,1,3,1,4,4,3,4,1,1,4,4,3,1,1,4,1,1,1,4,4,1,1,1.0,3,4,1,1,4,4,4,1,1,4,4,4,1,3,3,4,2,1,3,1,4,1,1,4,3,4,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,1.0
s0161,9/1/21 19:01,723,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,3,1,3,3,1,3,2,4,3,3,1,4,3,1,4,2,2,1,2,4,2,2,1,2,2,1,2,1,4,3,2,3,1,2,3,1,4,3,4,3,1,2,1,1,4,2,4,2,1,4,2,4,1,1,4,1,2,2,4,3,1,2,2.0,4,4,1,2,2,4,4,2,2,2,4,4,2,4,2,4,4,2,4,2,4,2,2,3,2,4,5.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,4.0,1.0
s0162,9/1/21 19:03,419,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,3,2,4,3,2,3,4,3,3,2,2,3,1,3,3,2,2,1,2,3,1,2,1,1,3,3,2,2,3,2,4,3,1,2,3,3,4,1,4,3,3,2,1,2,4,3,3,2,2,3,3,4,1,2,3,2,2,2,3,3,1,2,2.0,2,3,2,2,3,3,3,1,2,2,3,3,2,3,2,3,3,2,2,3,3,2,2,1,2,3,4.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0
s0163,9/1/21 19:47,262,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,4,1,2,4,1,2,4,4,4,4,1,4,1,1,4,2,2,1,2,4,2,2,1,2,1,2,3,1,4,4,1,4,1,1,4,1,4,2,4,4,1,4,2,1,4,1,4,1,1,4,4,4,1,1,4,1,1,1,4,4,1,1,1.0,4,4,1,1,1,4,4,1,1,1,4,4,1,4,1,4,4,1,4,1,4,1,1,4,4,4,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0
s0164,9/1/21 20:20,868,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,3,2,2,2,1,2,3,3,3,3,1,4,3,2,3,2,2,1,2,3,2,2,2,1,1,2,2,1,4,3,2,3,3,1,3,2,4,2,4,3,3,3,2,1,3,2,3,2,4,3,2,3,4,2,3,2,1,2,4,3,2,1,1.0,4,4,2,1,2,4,4,2,1,1,4,3,2,4,2,4,4,2,3,2,4,2,3,3,4,3,4.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,1.0
s0165,9/1/21 20:31,386,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,1,1,3,4,4,4,2,3,3,1,4,1,1,1,1,4,1,1,2,1,1,1,2,2,4,3,2,4,4,1,4,1,4,3,3,4,1,4,3,3,4,1,4,1,2,4,2,4,4,1,4,4,1,1,4,4,3,1,1.0,4,4,4,1,2,4,4,2,1,1,4,4,3,4,1,4,4,2,4,2,4,1,3,3,3,4,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,3.0,1.0
s0166,9/1/21 20:40,287,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,3,1,3,3,1,1,3,3,3,3,1,3,3,1,3,1,1,1,1,3,1,1,1,2,2,1,3,1,3,2,2,4,2,2,4,2,4,2,4,4,2,4,3,2,4,2,4,2,2,4,3,4,3,2,4,2,2,2,4,4,2,2,2.0,4,4,4,2,2,4,4,2,2,2,4,4,4,4,2,4,4,1,4,2,4,2,4,3,4,4,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0
